23 22
20 21
19 23
22 26
21 19
12 12
18 15
18 21
25 26
19 21
17 16
20 18
16 19
18 18
19 19
24 23
24 24
19 18
15 18
18 21
25 19
22 21
21 20
19 19
17 24
14 17
18 17
15 13
21 21
20 21
24 19
19 22
18 17
17 18
20 21
17 22
18 24
20 20
23 18
23 24
23 18
19 22
20 24
22 22
18 13
19 17
17 16
18 22
23 24
20 22
22 20
21 21
26 25
19 22
18 21
19 19
18 15
14 21
21 23
21 16
18 24
20 21
18 20
24 25
23 18
16 16
12 13
15 15
19 21
21 17
24 19
19 23
11 20
16 18
19 19
21 21
20 26
30 28
21 21
17 16
20 19
21 25
21 23
16 18
15 20
19 19
19 24
19 20
19 19
23 21
16 25
18 23
18 19
19 19
23 12
21 22
20 18
24 16
16 20
18 19
14 14
21 24
21 20
18 22
20 20
18 14
15 20
21 20
21 21
15 22
12 20
18 14
17 19
19 21
24 23
25 26
24 26
23 22
18 17
21 22
17 23
21 17
21 25
21 17
18 18
20 18
22 17
19 25
16 20
17 24
17 23
16 15
12 18
15 20
22 21
20 18
20 25
17 18
17 19
16 16
22 20
23 24
24 22
18 21
17 17
16 16
18 21
19 22
21 15
16 18
15 14
20 20
20 24
20 23
18 25
20 23
23 20
20 22
19 17
18 19
21 20
19 20
18 18
13 15
18 20
15 17
21 21
21 17
17 18
24 20
17 19
13 18
16 12
19 20
22 21
21 26
22 19
14 17
15 15
21 21
17 16
18 21
21 17
19 17
14 17
20 18
20 23
14 15
19 18
16 13
19 24
22 23
22 23
21 18
20 19
18 23
17 19
17 18
18 19
16 19
22 19
21 17
16 14
16 16
20 17
21 20
18 22
19 21
21 19
23 23
16 16
16 9
16 17
14 20
25 22
23 24
18 19
15 18
17 23
17 18
20 17
18 19
16 19
20 20
17 18
19 22
18 19
15 21
14 20
16 20
20 20
15 23
15 17
16 18
20 17
16 15
14 13
23 18
20 22
22 17
16 15
18 17
13 14
21 21
19 23
24 21
20 19
24 17
22 20
21 17
16 15
19 16
19 20
21 19
25 25
22 19
21 20
16 22
17 15
15 20
23 18
18 22
19 20
18 14
19 16
16 14
18 20
17 13
19 18
17 15
20 23
17 20
23 21
13 13
15 16
17 15
24 25
19 22
26 20
20 21
25 19
16 18
18 17
24 23
22 21
19 20
22 17
19 23
19 21
19 19
18 15
17 20
22 29
20 24
24 19
19 17
15 18
16 14
21 24
21 26
20 17
21 20
21 22
18 20
18 21
22 19
17 18
20 21
18 16
12 17
17 17
22 20
16 17
14 18
16 15
20 23
20 23
22 22
25 23
20 24
17 19
17 18
14 16
16 18
22 17
17 20
19 23
22 20
22 21
18 23
21 20
23 23
22 22
16 21
25 20
19 20
17 18
15 22
21 17
16 18
17 18
23 23
20 23
17 20
20 21
26 19
23 24
15 18
13 17
20 19
22 25
12 17
12 16
13 14
23 20
20 22
25 27
24 25
22 21
21 19
19 14
12 18
17 16
23 25
24 26
19 18
18 17
22 19
24 23
20 25
22 19
19 18
20 20
19 21
18 23
23 19
18 20
17 16
16 14
14 14
18 19
22 19
22 21
17 20
23 22
18 24
20 20
21 18
19 20
20 21
22 21
22 18
18 20
18 23
20 20
21 25
19 15
17 16
12 17
16 18
14 17
24 20
17 23
24 26
17 20
21 19
21 21
24 25
19 24
20 22
17 19
21 17
23 21
26 24
24 24
16 18
15 13
19 19
16 17
17 16
22 23
21 22
25 25
21 19
24 22
21 17
23 20
18 19
17 22
16 19
18 18
15 19
23 21
15 15
