25 26
21 20
21 18
15 14
20 17
17 10
10 12
17 15
17 19
17 12
17 13
13 13
19 18
20 16
20 16
19 19
20 19
19 16
23 12
15 10
20 15
16 16
16 20
15 17
22 21
22 17
23 20
19 16
14 17
21 17
21 18
21 17
21 18
24 17
24 21
22 15
17 23
23 17
19 15
29 21
27 20
22 17
23 20
24 13
17 15
15 18
21 17
26 17
22 17
17 15
15 18
18 11
19 13
16 15
14 10
12 18
21 15
22 17
14 12
18 19
19 13
19 18
18 17
22 14
20 20
24 22
22 19
23 19
26 17
22 14
22 16
22 21
26 19
27 19
20 23
23 19
23 15
22 11
23 21
22 16
23 16
20 15
22 22
22 15
17 16
23 18
22 18
20 14
19 21
17 14
18 14
19 17
20 13
15 13
18 16
20 17
20 13
16 13
21 16
22 9
18 20
16 14
19 20
23 16
22 18
18 20
24 17
29 19
21 19
22 19
20 22
22 17
20 21
24 19
25 20
22 17
14 10
17 16
21 17
21 15
23 20
19 20
20 16
20 20
23 15
20 14
19 19
22 20
20 17
24 19
24 16
19 17
22 15
17 17
21 19
24 14
22 20
25 19
16 16
11 12
15 17
18 15
17 14
19 21
23 18
26 23
25 23
23 17
18 20
23 21
20 16
22 19
23 18
22 19
16 15
14 13
18 14
18 13
20 15
20 17
18 15
17 11
20 12
16 15
19 15
24 16
19 17
21 19
27 22
22 19
21 16
19 17
17 22
19 10
19 19
21 17
23 19
22 15
17 16
14 12
20 15
19 18
17 14
19 18
19 20
27 17
24 18
24 20
21 17
14 11
19 16
21 22
22 20
22 23
22 15
14 11
18 12
18 19
20 12
16 18
21 19
19 13
16 13
22 15
23 16
19 16
24 19
28 21
21 17
18 20
16 19
23 18
21 19
20 15
19 17
22 18
23 20
21 12
20 14
14 15
19 15
22 18
19 17
23 14
20 19
23 25
23 14
21 18
21 17
21 19
23 22
23 20
23 18
14 11
19 16
20 18
21 17
21 14
16 18
16 12
16 12
17 15
22 19
23 18
18 17
25 14
17 18
23 19
24 15
21 18
24 20
21 15
20 21
18 11
17 15
19 13
22 19
18 14
16 12
24 21
24 18
21 19
21 19
23 18
22 20
27 22
25 20
26 18
16 20
19 16
19 16
19 17
18 14
20 20
15 15
20 17
23 17
18 19
20 18
22 19
19 16
19 18
20 19
26 15
17 12
15 19
21 17
25 19
22 18
23 20
21 18
16 16
19 15
22 15
21 13
22 15
19 14
20 15
22 19
22 19
20 18
26 17
20 20
21 14
26 19
26 25
24 25
25 16
16 18
20 16
23 19
17 19
25 21
18 19
21 17
24 18
21 17
21 19
21 16
24 17
22 20
21 14
19 16
15 13
22 19
23 23
18 16
23 19
22 19
20 19
21 18
19 14
17 10
20 14
19 20
21 14
20 20
24 24
23 20
24 20
18 13
18 13
20 15
24 18
21 23
25 24
25 22
21 19
20 17
20 20
22 20
20 22
23 13
18 16
24 22
19 16
20 17
25 23
25 18
21 20
22 16
17 14
20 14
19 19
15 16
18 14
20 15
22 16
22 19
19 15
17 10
18 18
17 18
23 16
15 12
13 17
20 20
27 19
24 21
19 16
18 15
17 18
22 18
20 17
21 19
23 14
23 19
22 21
26 21
24 18
18 15
14 13
18 16
19 19
20 19
22 21
23 13
19 19
23 15
16 16
20 15
24 17
16 18
14 16
17 17
22 13
25 19
24 19
19 19
16 17
20 19
25 16
17 19
13 16
19 19
26 21
24 22
21 22
25 15
13 16
19 11
23 19
19 18
19 18
21 17
23 14
19 21
20 17
24 20
12 17
16 13
19 14
20 16
20 18
26 20
22 17
17 18
18 14
24 16
20 17
19 17
