6 8 3
8 7 3
8 5 6
7 5 5
10 8 4
8 10 6
11 10 3
12 9 5
10 8 3
9 9 5
9 8 3
8 7 4
6 8 4
3 6 3
7 10 4
9 8 3
7 8 3
10 8 4
8 7 3
7 6 5
6 4 6
6 4 3
6 3 5
7 4 3
10 4 2
7 7 2
11 6 2
6 5 2
5 7 3
7 8 5
8 6 7
7 6 4
5 7 3
8 6 5
7 8 5
10 6 3
11 8 3
11 5 4
8 6 4
10 3 4
7 7 6
7 7 2
5 6 4
5 7 2
6 7 3
7 9 3
6 7 5
7 10 1
7 9 6
7 7 6
6 7 4
8 5 7
3 5 4
7 4 4
8 8 5
7 5 5
6 7 4
7 3 1
7 7 4
6 6 5
8 8 5
5 7 3
6 6 6
7 7 4
9 7 7
6 10 7
9 7 5
12 7 5
10 4 5
7 7 2
6 5 4
6 8 5
6 10 6
6 8 4
4 8 4
5 7 6
8 8 6
8 9 5
8 9 5
7 11 5
8 8 3
6 7 4
5 5 3
5 6 2
6 2 5
8 5 2
8 5 3
9 7 1
6 6 3
8 7 2
8 8 3
6 5 4
4 8 2
7 4 5
9 9 4
8 5 4
7 10 6
8 6 4
8 8 3
8 6 2
8 8 2
2 8 1
5 8 3
6 6 3
7 8 1
5 7 2
6 8 1
7 11 1
10 11 6
6 10 2
8 9 4
8 4 3
8 5 5
6 4 1
5 6 3
6 3 2
7 4 4
8 3 4
6 7 4
9 5 3
8 7 3
9 9 4
7 5 5
7 9 4
6 6 6
7 11 4
6 6 3
7 8 3
7 6 2
6 9 3
6 7 2
8 10 2
5 12 3
6 9 1
6 8 3
7 9 3
6 11 3
5 11 4
5 9 7
9 8 5
9 5 5
10 6 6
8 3 4
7 6 6
6 5 2
5 8 4
6 5 3
7 6 4
8 4 4
7 8 4
9 10 5
9 6 4
12 10 3
7 6 6
6 8 4
6 4 4
8 10 5
5 7 4
4 10 4
5 7 4
6 9 3
7 7 5
6 7 4
7 8 4
7 8 3
7 10 5
6 8 2
8 12 5
8 8 4
6 8 4
9 4 6
11 6 5
9 7 3
9 4 3
8 6 3
8 6 1
4 6 4
9 5 1
9 5 2
8 4 3
10 8 3
8 8 4
10 8 5
9 9 5
8 9 8
5 9 5
3 6 5
7 8 6
6 7 5
6 9 4
8 7 1
8 8 3
7 8 3
4 7 2
5 8 2
6 11 3
5 10 4
6 8 6
7 8 3
6 9 2
10 8 6
7 6 5
10 6 5
9 5 4
7 6 6
6 6 5
6 7 4
7 6 3
8 7 2
10 6 2
11 8 7
11 7 4
9 8 6
10 8 4
10 10 3
7 10 3
7 11 3
4 9 3
6 8 2
6 8 3
5 8 1
9 7 4
6 7 3
7 9 2
9 5 2
4 8 5
3 7 3
7 9 6
5 8 4
7 10 5
8 6 5
8 6 5
6 7 2
9 4 5
7 6 4
5 6 3
8 8 3
8 8 2
6 10 3
8 9 3
10 8 4
11 9 4
9 9 2
10 10 5
8 7 5
10 9 5
7 7 4
7 9 6
10 8 3
5 8 3
8 7 6
8 5 5
7 8 2
5 9 2
5 10 1
4 8 4
3 8 4
6 8 5
10 8 5
5 7 6
8 5 5
9 3 5
6 4 3
8 7 4
6 8 4
8 7 3
7 9 3
5 8 4
9 11 3
11 11 4
8 8 4
10 10 5
10 13 5
12 11 5
8 11 5
11 8 3
9 11 5
10 10 2
7 8 4
7 8 2
8 8 3
10 5 4
6 4 5
6 7 3
6 8 6
4 11 5
5 9 4
4 8 4
6 4 4
7 5 4
6 5 4
8 5 5
7 6 5
6 7 6
5 10 2
9 11 3
8 11 3
8 9 2
7 7 3
9 8 3
9 9 4
9 10 6
10 8 4
11 10 5
12 8 4
10 10 4
11 8 5
9 11 6
12 8 6
10 7 6
8 4 5
10 5 3
6 8 3
7 8 5
7 8 5
5 6 4
