30 26 25
30 29 30
33 30 35
36 27 34
32 35 32
33 23 33
33 28 32
31 23 35
29 25 33
25 29 37
32 22 36
29 27 36
32 27 34
29 24 36
35 27 31
33 27 43
37 31 41
35 32 38
32 25 30
34 32 26
37 26 29
38 30 31
33 24 27
34 32 28
33 25 32
24 31 40
30 27 39
26 26 38
31 26 38
33 30 38
29 30 44
22 33 41
32 29 40
32 27 38
29 30 35
25 28 30
29 27 31
31 21 36
29 26 35
27 31 35
29 28 26
25 31 28
33 30 35
34 24 30
32 24 37
28 27 29
34 26 33
39 23 32
35 24 36
31 32 37
32 23 41
29 29 37
36 29 40
32 30 36
28 28 36
40 32 33
36 32 29
33 23 34
36 24 32
28 31 31
29 31 38
29 31 35
33 29 35
28 32 35
30 27 39
31 31 37
34 30 36
30 25 40
26 31 38
39 30 36
34 32 33
30 30 32
28 30 24
28 32 29
28 32 29
30 25 34
34 28 30
32 24 35
33 25 35
35 29 30
32 26 33
30 28 32
27 29 31
40 28 29
31 25 33
25 27 34
35 30 34
35 26 40
27 30 42
33 27 39
34 27 41
42 34 31
38 33 35
34 27 31
36 28 31
32 31 28
28 31 37
27 26 32
32 28 27
33 26 34
32 29 40
28 26 32
28 30 37
33 27 40
28 27 34
26 29 32
31 35 31
34 27 35
25 26 27
30 28 29
29 30 29
26 23 33
30 21 31
32 27 27
32 24 33
33 19 33
32 30 39
37 35 32
36 26 32
41 33 30
34 33 35
29 32 27
36 29 35
33 27 33
29 30 37
30 29 39
31 25 40
35 31 37
37 34 33
31 29 33
28 27 33
29 27 27
30 27 37
32 31 33
30 26 28
32 28 30
33 23 31
26 26 31
29 27 30
30 26 33
29 25 38
32 31 33
35 23 34
32 28 32
31 31 24
28 30 28
35 26 23
28 22 29
27 24 32
32 28 27
31 31 26
30 28 27
30 23 27
33 30 31
37 29 32
34 30 33
35 33 33
32 31 33
43 30 30
37 33 34
33 32 40
30 26 42
31 32 34
37 29 34
34 32 29
28 25 32
30 31 31
31 28 28
33 19 29
37 26 23
32 25 26
32 28 32
37 27 28
25 29 28
33 26 38
29 28 36
27 25 33
32 27 33
30 31 36
31 22 33
37 27 26
34 26 32
26 25 23
31 20 29
34 23 29
28 30 30
35 29 32
31 28 29
33 35 29
30 37 34
35 31 33
35 34 37
28 31 32
30 30 35
37 35 37
33 30 34
26 33 33
30 30 38
34 34 37
31 27 35
29 30 36
24 28 38
32 32 25
31 26 31
32 32 30
30 26 28
30 30 27
29 27 28
32 27 29
28 24 24
27 25 31
28 23 31
32 29 29
27 27 32
26 27 39
29 29 30
35 26 25
34 33 25
31 23 26
30 25 25
32 28 24
29 32 28
31 28 33
30 29 31
37 31 33
35 34 38
33 33 35
33 32 33
33 35 33
35 31 37
29 27 34
29 27 39
26 29 44
28 27 36
34 28 28
35 26 34
28 33 34
23 29 33
32 31 25
30 32 25
38 26 29
33 30 30
32 28 27
35 36 23
33 33 26
30 32 32
21 21 34
34 32 36
30 27 33
25 27 35
27 29 34
30 30 33
31 31 28
34 24 27
34 26 29
33 31 30
25 24 32
32 27 31
30 28 33
31 30 33
34 35 35
30 32 40
31 34 30
29 34 32
32 32 35
32 30 38
31 33 33
31 26 35
31 31 32
29 32 31
31 25 26
32 30 31
35 31 24
33 31 28
29 27 23
31 26 26
36 29 27
29 25 24
26 29 23
26 29 28
29 30 29
23 29 26
22 28 27
29 30 33
29 24 34
30 29 31
24 31 39
26 31 33
36 29 24
34 31 25
30 26 29
34 27 29
30 29 33
33 29 27
33 31 29
31 36 29
29 35 29
35 33 30
31 39 30
30 31 30
28 34 36
35 27 32
32 30 33
30 23 32
32 31 37
28 31 28
33 31 29
29 26 30
27 27 25
33 31 24
26 25 22
25 27 22
38 29 24
33 26 20
20 28 25
27 29 24
32 28 30
24 26 25
29 24 36
27 31 41
24 20 35
19 25 33
30 28 36
28 31 36
32 32 32
30 28 35
29 31 29
28 31 26
35 20 35
35 23 27
28 34 28
30 30 31
32 32 28
32 36 31
27 33 29
29 31 26
32 30 30
25 23 32
30 30 29
29 23 36
33 28 34
33 32 31
32 27 31
32 31 32
29 30 27
26 26 24
29 27 25
32 28 23
33 29 31
30 27 22
24 28 25
30 30 31
28 25 28
19 24 25
29 29 28
21 25 37
28 27 33
24 26 34
28 26 35
29 31 37
37 30 29
29 31 26
30 26 28
28 30 24
28 33 35
28 22 29
33 32 34
29 33 28
35 34 27
31 27 28
28 34 24
32 28 27
36 31 30
28 31 30
28 24 32
32 25 31
33 28 34
31 22 30
29 26 29
30 26 32
28 23 25
28 30 28
31 27 24
25 28 21
30 23 25
30 22 22
28 26 28
27 25 28
31 22 31
25 25 31
28 27 32
29 29 30
26 26 31
25 35 36
27 36 31
35 29 31
31 28 32
32 32 30
30 31 32
34 33 27
32 22 33
32 25 32
33 28 31
26 24 31
32 31 28
24 32 29
28 29 26
32 28 25
31 26 32
29 28 33
29 26 28
29 21 33
30 30 31
25 25 36
29 23 29
25 31 30
35 31 25
31 26 25
31 29 21
28 28 29
28 27 26
35 25 25
26 21 29
26 25 36
27 26 38
20 22 32
25 27 37
28 21 36
21 31 27
24 31 35
31 29 31
32 24 24
33 27 38
28 27 28
25 30 38
31 26 28
29 32 33
30 30 33
25 30 36
28 29 27
30 28 24
25 31 28
23 28 27
28 29 25
25 24 25
25 24 29
33 22 32
31 15 31
27 26 35
25 27 30
29 27 32
25 28 28
26 29 27
28 30 32
28 33 29
32 22 31
30 26 36
33 28 33
31 22 32
28 24 33
32 25 36
27 18 33
28 22 37
24 26 33
29 29 32
25 34 29
26 31 31
29 27 33
27 31 33
26 35 34
27 30 30
23 27 29
28 30 33
31 26 31
28 28 34
27 32 38
30 33 29
27 31 26
25 28 20
31 23 22
28 30 27
25 27 30
30 20 34
27 28 39
27 26 35
29 29 32
30 26 26
31 25 28
31 30 28
34 32 33
32 28 32
35 29 28
34 22 33
37 28 34
28 25 38
30 23 43
34 18 40
26 15 41
31 23 34
30 23 29
24 29 29
31 29 29
23 28 35
31 29 30
30 28 37
29 31 34
27 29 29
30 28 25
29 30 36
24 36 33
27 30 33
23 30 36
23 28 28
22 28 33
24 26 24
29 32 27
31 29 31
24 31 33
34 25 30
32 27 31
31 24 29
22 27 26
27 25 28
31 26 27
33 27 29
32 29 31
28 23 32
27 26 25
30 23 35
30 26 37
29 26 40
31 25 35
28 20 33
30 23 30
28 23 34
27 25 34
32 23 29
28 25 29
28 27 32
27 33 23
23 28 30
29 30 34
30 33 29
31 30 29
26 32 31
26 26 31
29 32 30
30 24 31
25 29 25
25 28 31
26 30 28
30 33 35
34 32 28
25 34 32
32 21 28
29 29 30
32 25 30
25 22 32
29 24 30
33 29 32
31 29 25
30 27 27
33 28 34
29 30 32
31 22 37
25 27 34
23 23 33
29 27 39
31 24 38
26 20 37
32 22 39
27 18 36
33 27 39
29 28 32
21 27 30
23 32 27
29 34 38
26 30 29
29 32 32
32 31 31
28 33 30
28 31 25
30 28 34
23 33 30
23 27 35
27 27 28
27 28 29
25 30 26
35 31 30
28 27 35
26 28 32
29 17 35
25 24 32
27 22 26
29 27 33
37 27 31
31 28 29
29 24 32
29 24 31
30 24 31
27 20 33
31 25 35
28 22 38
31 23 31
29 21 36
25 21 32
34 29 29
34 22 31
28 24 36
34 26 29
27 32 34
23 28 34
37 32 30
25 29 34
28 33 37
