19 24
23 20
18 20
27 21
19 19
22 20
21 23
22 21
17 19
14 19
20 17
19 19
22 16
16 16
21 20
17 19
19 21
19 16
14 16
17 15
12 13
16 17
18 22
21 18
19 19
16 18
19 19
15 20
21 18
21 25
19 19
13 15
17 20
21 19
21 22
24 24
23 26
20 21
20 22
20 17
23 25
18 20
24 22
13 23
21 21
19 22
23 21
18 17
18 17
15 19
18 20
20 19
17 20
21 19
22 19
20 18
14 15
16 15
20 17
15 18
19 17
15 15
14 20
21 22
19 20
12 16
15 18
20 19
23 23
17 15
17 17
17 17
17 23
20 26
25 22
18 21
23 24
21 16
22 20
25 21
19 20
18 19
16 15
18 19
19 18
15 20
21 20
18 18
19 20
22 21
17 20
18 19
14 18
15 18
19 18
15 20
16 14
17 18
20 23
22 23
20 17
21 17
16 25
22 20
15 18
25 20
18 22
19 19
23 17
22 20
17 19
16 12
18 19
23 23
16 23
21 20
17 16
19 17
20 21
21 20
17 21
16 17
23 20
21 17
18 19
19 22
20 23
16 18
20 21
19 25
24 23
18 20
18 20
19 16
17 19
15 19
20 18
19 17
19 19
15 19
20 20
18 18
16 19
17 16
21 17
15 17
17 22
19 19
19 18
17 21
14 19
16 18
18 17
21 22
17 20
13 11
22 24
18 16
19 19
20 22
21 18
22 25
20 24
23 18
20 18
19 24
25 24
23 23
22 17
24 23
19 17
22 16
16 19
21 18
18 15
17 20
19 19
18 16
17 17
14 19
16 17
19 19
16 16
21 18
19 22
21 21
20 19
14 17
14 13
17 18
17 18
13 20
21 22
18 15
12 17
26 24
16 19
20 18
22 20
23 26
21 22
20 19
22 19
19 18
22 22
23 26
24 25
25 21
19 16
19 20
15 22
14 16
17 16
21 24
23 18
17 20
18 18
17 17
15 26
16 19
19 18
22 21
17 25
15 20
21 23
17 18
18 14
16 20
19 18
23 25
18 20
17 21
13 15
15 20
22 20
16 19
23 21
25 20
24 19
20 22
18 22
16 18
19 21
22 17
24 24
21 20
16 18
17 21
19 18
16 13
12 12
19 18
21 23
21 25
18 19
21 23
19 22
14 19
13 20
20 16
22 21
17 18
19 17
16 17
16 18
16 12
17 17
18 15
21 21
16 21
20 15
16 19
16 15
19 16
16 17
25 24
24 23
21 25
22 21
16 12
16 18
19 20
25 27
23 25
23 25
18 15
16 19
